# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 11 05:48:18 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_msinij,pl_radj,pl_dens,pl_orbincl,pl_kepflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_name,pl_disc,pl_pelink
1563,Kepler-55,f,Transit,5,10.19854500,0.081000,,,,0.142,,,1,285.168335,44.026466,,,4503.00,0.6200,0.62,,,Kepler-55 f,2014,http://exoplanet.eu/catalog/kepler-55_f/
1564,Kepler-56,b,Transit,2,10.50160000,0.102800,,0.07000,,0.581,0.44200,,1,293.758362,41.871868,,,4840.00,1.3200,4.23,,,Kepler-56 b,2012,http://exoplanet.eu/catalog/kepler-56_b/
1565,Kepler-56,c,Transit,2,21.40239000,0.165200,,0.57000,,0.874,1.06000,,1,293.758362,41.871868,,,4840.00,1.3200,4.23,,,Kepler-56 c,2012,http://exoplanet.eu/catalog/kepler-56_c/
1566,Kepler-57,b,Transit,2,5.72931960,,,18.86000,,0.195,,,1,293.641296,44.657040,,,5145.00,0.8300,0.73,,,Kepler-57 b,2012,http://exoplanet.eu/catalog/kepler-57_b/
1567,Kepler-57,c,Transit,2,11.60925670,,,6.95000,,0.138,,,1,293.641296,44.657040,,,5145.00,0.8300,0.73,,,Kepler-57 c,2012,http://exoplanet.eu/catalog/kepler-57_c/
1568,Kepler-58,b,Transit,3,10.21849540,,,1.39000,,0.248,,,1,296.358643,39.115192,,,6099.00,0.9500,1.13,,,Kepler-58 b,2012,http://exoplanet.eu/catalog/kepler-58_b/
1569,Kepler-58,c,Transit,3,15.57415680,,,2.19000,,0.255,,,1,296.358643,39.115192,,,6099.00,0.9500,1.13,,,Kepler-58 c,2012,http://exoplanet.eu/catalog/kepler-58_c/
1570,Kepler-58,d,Transit,3,40.10137100,0.236000,,,,0.262,,,1,296.358643,39.115192,,,6099.00,0.9500,1.13,,,Kepler-58 d,2014,http://exoplanet.eu/catalog/kepler-58_d/
1571,Kepler-59,b,Transit,2,11.86817070,,,2.05000,,0.098,,,1,287.039490,46.640129,,,6074.00,1.0400,0.94,,,Kepler-59 b,2012,http://exoplanet.eu/catalog/kepler-59_b/
1572,Kepler-59,c,Transit,2,17.98012350,,,1.37000,,0.177,,,1,287.039490,46.640129,,,6074.00,1.0400,0.94,,,Kepler-59 c,2012,http://exoplanet.eu/catalog/kepler-59_c/
1573,Kepler-6,b,Transit,1,3.23472300,0.045670,0.000000,0.66900,,1.323,0.35200,86.800,1,296.837250,48.239964,,,5647.00,1.2090,1.39,,,Kepler-6 b,2009,http://exoplanet.eu/catalog/kepler-6_b/
1574,Kepler-60,b,Transit,3,7.13161850,,,0.25000,,0.203,,,1,288.961243,42.265011,,,5915.00,1.1100,1.50,,,Kepler-60 b,2012,http://exoplanet.eu/catalog/kepler-60_b/
1575,Kepler-60,c,Transit,3,8.91934590,,,0.56000,,0.220,,,1,288.961243,42.265011,,,5915.00,1.1100,1.50,,,Kepler-60 c,2012,http://exoplanet.eu/catalog/kepler-60_c/
1576,Kepler-60,d,Transit,3,11.90161710,,,0.68000,,0.227,,,1,288.961243,42.265011,,,5915.00,1.1100,1.50,,,Kepler-60 d,2012,http://exoplanet.eu/catalog/kepler-60_d/
1577,Kepler-61,b,Transit,1,59.87756000,,0.250000,,,0.192,,89.800,1,295.304504,42.475288,,,4017.00,0.6350,0.62,,,Kepler-61 b,2013,http://exoplanet.eu/catalog/kepler-61_b/
1578,Kepler-62,b,Transit,5,5.71493200,0.055300,,0.03000,,0.117,,89.200,1,283.212738,45.349865,368.00,,4925.00,0.6900,0.64,,,Kepler-62 b,2013,http://exoplanet.eu/catalog/kepler-62_b/
1579,Kepler-62,c,Transit,5,12.44170000,0.092900,,0.01300,,0.048,,89.700,1,283.212738,45.349865,368.00,,4925.00,0.6900,0.64,,,Kepler-62 c,2013,http://exoplanet.eu/catalog/kepler-62_c/
1580,Kepler-62,d,Transit,5,18.16406000,0.120000,,0.04400,,0.174,,89.700,1,283.212738,45.349865,368.00,,4925.00,0.6900,0.64,,,Kepler-62 d,2013,http://exoplanet.eu/catalog/kepler-62_d/
1581,Kepler-62,e,Transit,5,122.38740000,0.427000,,0.11300,,0.144,,89.980,1,283.212738,45.349865,368.00,,4925.00,0.6900,0.64,,,Kepler-62 e,2013,http://exoplanet.eu/catalog/kepler-62_e/
1582,Kepler-62,f,Transit,5,267.29100000,0.718000,,0.11000,,0.126,,89.900,1,283.212738,45.349865,368.00,,4925.00,0.6900,0.64,,,Kepler-62 f,2013,http://exoplanet.eu/catalog/kepler-62_f/
1583,Kepler-63,b,Transit,1,9.43415050,0.080000,0.450000,0.37800,,0.545,3.00000,87.806,1,289.226166,49.548203,200.00,12.020,5576.00,0.9840,0.90,,,Kepler-63 b,2013,http://exoplanet.eu/catalog/kepler-63_b/
1584,Kepler-65,b,Transit,3,2.15491000,0.035000,,,,0.127,,,1,288.688690,41.151173,,,6211.00,1.2500,1.41,,,Kepler-65 b,2012,
1585,Kepler-65,c,Transit,3,5.85994400,0.068000,,,,0.230,,,1,288.688690,41.151173,,,6211.00,1.2500,1.41,,,Kepler-65 c,2012,
1586,Kepler-65,d,Transit,3,8.13123000,0.084000,,,,0.136,,,1,288.688690,41.151173,,,6211.00,1.2500,1.41,,,Kepler-65 d,2012,
1587,Kepler-66,b,Transit,1,17.81581500,0.135200,,,,0.250,,,1,293.981567,46.687748,1107.00,15.300,5962.00,1.0380,0.97,,,Kepler-66 b,2013,http://exoplanet.eu/catalog/kepler-66_b/
1588,Kepler-67,b,Transit,1,15.72590000,0.117100,,,,0.262,,,1,294.153351,46.166439,1107.00,16.400,5331.00,0.8650,0.78,,,Kepler-67 b,2013,http://exoplanet.eu/catalog/kepler-67_b/
1589,Kepler-68,b,Transit,3,5.39876300,0.061700,0.000000,0.02600,,0.206,3.32000,87.600,1,291.032318,49.040272,135.00,9.990,5793.00,1.0800,1.24,,,Kepler-68 b,2012,http://exoplanet.eu/catalog/kepler-68_b/
1590,Kepler-68,c,Transit,3,9.60508500,0.090590,0.000000,0.01500,,0.085,28.00000,86.930,1,291.032318,49.040272,135.00,9.990,5793.00,1.0800,1.24,,,Kepler-68 c,2012,http://exoplanet.eu/catalog/kepler-68_c/
1591,Kepler-68,d,Radial Velocity,3,580.00000000,1.400000,,,0.94700,,,,1,291.032318,49.040272,135.00,9.990,5793.00,1.0800,1.24,,,Kepler-68 d,2012,http://exoplanet.eu/catalog/kepler-68_d/
1592,Kepler-69,b,Transit,2,13.72234100,0.094000,0.160000,,,0.200,,89.620,1,293.260925,44.868896,,14.000,5638.00,0.8100,0.93,,,Kepler-69 b,2013,http://exoplanet.eu/catalog/kepler-69_b/
1593,Kepler-69,c,Transit,2,242.46130000,0.640000,0.140000,,,0.153,,89.850,1,293.260925,44.868896,,14.000,5638.00,0.8100,0.93,,,Kepler-69 c,2013,http://exoplanet.eu/catalog/kepler-69_c/
1594,Kepler-7,b,Transit,1,4.88552500,0.062240,0.000000,0.43300,,1.478,0.16600,86.500,1,288.581512,41.089798,,,5933.00,1.3470,1.84,,,Kepler-7 b,2009,http://exoplanet.eu/catalog/kepler-7_b/
1595,Kepler-74,b,Transit,1,7.34071100,0.078100,0.000000,0.63000,,0.960,0.88000,87.460,1,293.092529,41.355522,1330.00,14.230,6000.00,1.1800,1.12,,,Kepler-74 b,2013,http://exoplanet.eu/catalog/kepler-74_b/
1596,Kepler-75,b,Transit,1,8.88491160,0.081800,0.570000,10.10000,,1.050,11.00000,89.120,1,291.137604,36.577385,1140.00,,5200.00,0.9100,0.89,,,Kepler-75 b,2013,http://exoplanet.eu/catalog/kepler-75_b/
1597,Kepler-76,b,Orbital Brightness Modulation,1,1.54492875,,0.000000,2.00000,,1.250,,78.000,1,294.192108,39.619003,,,6409.00,1.2000,1.32,,,Kepler-76 b,2013,http://exoplanet.eu/catalog/kepler-76_b/
1598,Kepler-77,b,Transit,1,3.57878087,0.045010,0.000000,0.43000,,0.960,0.60300,88.000,1,289.607971,44.345425,570.00,,5520.00,0.9500,0.99,,,Kepler-77 b,2013,http://exoplanet.eu/catalog/kepler-77_b/
1599,Kepler-78,b,Transit,1,0.35500000,,0.000000,0.00600,,0.105,5.57000,79.000,1,293.741699,44.448330,,,5058.00,0.7580,0.74,,,Kepler-78 b,2013,http://exoplanet.eu/catalog/kepler-78_b/
1600,Kepler-79,b,Transit,4,13.48450000,0.117000,0.015000,0.03430,,0.310,1.43000,88.780,1,300.517120,44.381580,,,6174.00,1.1650,1.30,,,Kepler-79 b,2012,http://exoplanet.eu/catalog/kepler-79_b/
1601,Kepler-79,c,Transit,4,27.40290000,0.187000,0.030000,0.01900,,0.332,0.62000,89.480,1,300.517120,44.381580,,,6174.00,1.1650,1.30,,,Kepler-79 c,2012,http://exoplanet.eu/catalog/kepler-79_c/
1602,Kepler-79,d,Transit,4,52.09020000,0.287000,0.025000,0.01900,,0.639,0.09000,89.930,1,300.517120,44.381580,,,6174.00,1.1650,1.30,,,Kepler-79 d,2014,http://exoplanet.eu/catalog/kepler-79_d/
1603,Kepler-79,e,Transit,4,81.06590000,0.386000,0.012000,0.01300,,0.311,0.53000,89.130,1,300.517120,44.381580,,,6174.00,1.1650,1.30,,,Kepler-79 e,2014,http://exoplanet.eu/catalog/kepler-79_e/
1604,Kepler-8,b,Transit,1,3.52254000,0.048300,0.000000,0.60300,,1.419,0.26100,84.070,1,281.288116,42.451080,1330.00,13.900,6213.00,1.2130,1.49,,,Kepler-8 b,2010,http://exoplanet.eu/catalog/kepler-8_b/
1605,Kepler-80,b,Transit,4,7.05300000,,,,,0.236,,,1,296.112579,39.978779,,,4613.00,0.7200,0.64,,,Kepler-80 b,2012,http://exoplanet.eu/catalog/kepler-80_b/
1606,Kepler-80,c,Transit,4,9.52200000,,,,,0.249,,,1,296.112579,39.978779,,,4613.00,0.7200,0.64,,,Kepler-80 c,2012,http://exoplanet.eu/catalog/kepler-80_c/
1607,Kepler-80,d,Transit,4,3.07218600,0.037000,,,,0.155,,,1,296.112579,39.978779,,,4613.00,0.7200,0.64,,,Kepler-80 d,2014,http://exoplanet.eu/catalog/kepler-80_d/
1608,Kepler-80,e,Transit,4,4.64538700,0.049000,,,,0.146,,,1,296.112579,39.978779,,,4613.00,0.7200,0.64,,,Kepler-80 e,2014,http://exoplanet.eu/catalog/kepler-80_e/
1609,Kepler-81,b,Transit,3,5.95500000,,,,,0.216,,,1,293.636963,42.824970,,,4500.00,0.6400,0.59,,,Kepler-81 b,2012,http://exoplanet.eu/catalog/kepler-81_b/
1610,Kepler-81,c,Transit,3,12.04000000,,,,,0.211,,,1,293.636963,42.824970,,,4500.00,0.6400,0.59,,,Kepler-81 c,2012,http://exoplanet.eu/catalog/kepler-81_c/
1611,Kepler-81,d,Transit,3,20.83784600,0.128000,,,,0.108,,,1,293.636963,42.824970,,,4500.00,0.6400,0.59,,,Kepler-81 d,2014,http://exoplanet.eu/catalog/kepler-81_d/
1612,Kepler-82,b,Transit,4,26.44400000,,,,,0.357,,,1,292.873383,42.966137,,,5428.00,0.8500,0.94,,,Kepler-82 b,2012,http://exoplanet.eu/catalog/kepler-82_b/
1613,Kepler-82,c,Transit,4,51.53800000,,,,,0.477,,,1,292.873383,42.966137,,,5428.00,0.8500,0.94,,,Kepler-82 c,2012,http://exoplanet.eu/catalog/kepler-82_c/
1614,Kepler-82,d,Transit,4,2.38296100,0.034000,,,,0.158,,,1,292.873383,42.966137,,,5428.00,0.8500,0.94,,,Kepler-82 d,2014,http://exoplanet.eu/catalog/kepler-82_d/
1615,Kepler-82,e,Transit,4,5.90220600,0.063000,,,,0.220,,,1,292.873383,42.966137,,,5428.00,0.8500,0.94,,,Kepler-82 e,2014,http://exoplanet.eu/catalog/kepler-82_e/
1616,Kepler-83,b,Transit,3,9.77000000,,,,,0.252,,,1,282.232513,43.665627,,,4648.00,0.6600,0.59,,,Kepler-83 b,2012,http://exoplanet.eu/catalog/kepler-83_b/
1617,Kepler-83,c,Transit,3,20.09000000,,,,,0.211,,,1,282.232513,43.665627,,,4648.00,0.6600,0.59,,,Kepler-83 c,2012,http://exoplanet.eu/catalog/kepler-83_c/
1618,Kepler-83,d,Transit,3,5.16979600,0.051000,,,,0.173,,,1,282.232513,43.665627,,,4648.00,0.6600,0.59,,,Kepler-83 d,2014,http://exoplanet.eu/catalog/kepler-83_d/
1619,Kepler-84,b,Transit,5,8.72600000,,,,,0.199,,,1,298.252045,40.496075,,,6031.00,1.0000,1.17,,,Kepler-84 b,2012,http://exoplanet.eu/catalog/kepler-84_b/
1620,Kepler-84,c,Transit,5,12.88300000,,,,,0.211,,,1,298.252045,40.496075,,,6031.00,1.0000,1.17,,,Kepler-84 c,2012,http://exoplanet.eu/catalog/kepler-84_c/
1621,Kepler-84,d,Transit,5,4.22453700,0.052000,,,,0.123,,,1,298.252045,40.496075,,,6031.00,1.0000,1.17,,,Kepler-84 d,2014,http://exoplanet.eu/catalog/kepler-84_d/
1622,Kepler-84,e,Transit,5,27.43438900,0.181000,,,,0.232,,,1,298.252045,40.496075,,,6031.00,1.0000,1.17,,,Kepler-84 e,2014,http://exoplanet.eu/catalog/kepler-84_e/
1623,Kepler-84,f,Transit,5,44.55216900,0.250000,,,,0.196,,,1,298.252045,40.496075,,,6031.00,1.0000,1.17,,,Kepler-84 f,2014,http://exoplanet.eu/catalog/kepler-84_f/
1624,Kepler-85,b,Transit,4,8.30600000,,,,,0.176,,,1,290.973419,45.290318,,,5436.00,0.9200,0.89,,,Kepler-85 b,2012,http://exoplanet.eu/catalog/kepler-85_b/
1625,Kepler-85,c,Transit,4,12.51300000,,,,,0.194,,,1,290.973419,45.290318,,,5436.00,0.9200,0.89,,,Kepler-85 c,2012,http://exoplanet.eu/catalog/kepler-85_c/
1626,Kepler-85,d,Transit,4,17.91323000,0.130000,,,,0.107,,,1,290.973419,45.290318,,,5436.00,0.9200,0.89,,,Kepler-85 d,2014,http://exoplanet.eu/catalog/kepler-85_d/
1627,Kepler-85,e,Transit,4,25.21675100,0.163000,,,,0.113,,,1,290.973419,45.290318,,,5436.00,0.9200,0.89,,,Kepler-85 e,2014,http://exoplanet.eu/catalog/kepler-85_e/
1628,Kepler-87,b,Transit,2,114.73635000,0.481000,0.036000,1.02000,,1.204,0.72900,89.274,1,297.916870,46.965130,,,5600.00,1.1000,1.82,,,Kepler-87 b,2013,http://exoplanet.eu/catalog/kepler-87_b/
1629,Kepler-87,c,Transit,2,191.23180000,0.676000,0.039000,0.02000,,0.548,0.15200,89.588,1,297.916870,46.965130,,,5600.00,1.1000,1.82,,,Kepler-87 c,2013,http://exoplanet.eu/catalog/kepler-87_c/
1630,Kepler-9,b,Transit,3,19.24000000,0.140000,0.150000,0.25200,,0.842,0.52400,,1,285.573975,38.400894,650.00,,5777.00,1.0700,1.02,,,Kepler-9 b,2010,http://exoplanet.eu/catalog/kepler-9_b/
1631,Kepler-9,c,Transit,3,38.91000000,0.225000,0.130000,0.17100,,0.823,0.38300,,1,285.573975,38.400894,650.00,,5777.00,1.0700,1.02,,,Kepler-9 c,2010,http://exoplanet.eu/catalog/kepler-9_c/
1632,Kepler-9,d,Transit,3,1.59285100,0.027300,,,,0.146,,,1,285.573975,38.400894,650.00,,5777.00,1.0700,1.02,,,Kepler-9 d,2010,http://exoplanet.eu/catalog/kepler-9_d/
1633,Kepler-91,b,Transit,1,6.24668005,,0.051900,0.66000,,1.400,,67.370,1,285.672882,44.116734,1030.00,,4550.00,1.3100,6.30,,,Kepler-91 b,2013,http://exoplanet.eu/catalog/kepler-91_b/
1634,Kepler-92,b,Transit,3,13.74900000,,,0.20200,,0.313,,,1,289.086060,41.562943,,,5883.00,1.2100,1.70,,,Kepler-92 b,2013,http://exoplanet.eu/catalog/kepler-92_b/
1635,Kepler-92,c,Transit,3,26.72300000,,,0.01900,,0.232,,,1,289.086060,41.562943,,,5883.00,1.2100,1.70,,,Kepler-92 c,2013,http://exoplanet.eu/catalog/kepler-92_c/
1636,Kepler-92,d,Transit,3,49.35680000,,0.070000,,,0.184,,,1,289.086060,41.562943,,,5883.00,1.2100,1.70,,,Kepler-92 d,2015,
1637,Kepler-93,b,Transit,2,4.72673978,0.053000,0.000000,0.01265,,0.132,6.88000,89.183,1,291.418274,38.672356,,,5669.00,0.9110,0.92,,,Kepler-93 b,2014,http://exoplanet.eu/catalog/kepler-93_b/
1638,Kepler-93,c,Radial Velocity,2,1460.00000000,,,3.00000,,,,,1,291.418274,38.672356,,,5669.00,0.9110,0.92,,,Kepler-93 c,2014,
1639,Kepler-94,b,Transit,2,2.50806000,,,0.03400,,0.313,1.45000,,1,281.194733,47.497147,,,4781.00,0.8100,0.76,,,Kepler-94 b,2014,
1640,Kepler-94,c,Radial Velocity,2,820.30000000,,,9.83600,,,,,1,281.194733,47.497147,,,4781.00,0.8100,0.76,,,Kepler-94 c,2014,
1641,Kepler-95,b,Transit,1,11.52310000,,,0.04100,,0.305,1.71000,,1,284.482452,44.398037,,,5699.00,1.0800,1.41,,,Kepler-95 b,2014,
1642,Kepler-96,b,Transit,1,16.23850000,,,0.02700,,0.238,2.26000,,1,297.069641,40.525143,,,5690.00,1.0000,1.02,,,Kepler-96 b,2014,
1643,Kepler-97,b,Transit,2,2.58664000,,,0.01100,,0.132,5.44000,,1,287.326630,48.673431,,,5779.00,0.9400,0.98,,,Kepler-97 b,2014,
1644,Kepler-97,c,Radial Velocity,2,789.00000000,,,1.08000,,,,,1,287.326630,48.673431,,,5779.00,0.9400,0.98,,,Kepler-97 c,2014,
1645,Kepler-98,b,Transit,1,1.54168000,,,0.01100,,0.178,2.18000,,1,285.661652,37.964504,,,5539.00,0.9900,1.11,,,Kepler-98 b,2014,
1646,Kepler-99,b,Transit,1,4.60358000,,,0.01900,,0.132,10.90000,,1,297.354004,41.300049,,,4782.00,0.7900,0.73,,,Kepler-99 b,2014,
1647,Lupus-TR-3,b,Transit,1,3.91405000,0.046400,0.000000,0.81000,,0.890,1.40000,88.300,0,232.577576,-42.979908,2000.00,,5000.00,0.8700,0.82,,,Lupus-TR-3 b,2007,
1648,MOA 2007-BLG-192L,b,Microlensing,1,,0.620000,,0.01000,,,,,0,272.015825,-27.150075,1000.00,,,0.0600,,,,MOA 2007-BLG-192L b,2008,http://exoplanet.eu/catalog/moa-2007-blg-192-l_b/
1649,MOA 2007-BLG-400L,b,Microlensing,1,,0.720000,,0.83000,,,,,0,272.424917,-29.224153,5800.00,,,0.3000,,,,MOA 2007-BLG-400L b,2008,http://exoplanet.eu/catalog/moa-2007-blg-400-l_b/
1650,MOA 2008-BLG-310L,b,Microlensing,1,,1.250000,,0.23000,,,,,0,268.560542,-34.778053,6000.00,,,0.6700,,,,MOA 2008-BLG-310L b,2009,http://exoplanet.eu/catalog/moa-2008-blg-310-l_b/
1651,MOA 2008-BLG-379L,b,Microlensing,1,,3.300000,,4.10000,,,,,0,269.705994,-30.196930,3300.00,,,0.5600,,,,MOA 2008-BLG-379L b,2013,http://exoplanet.eu/catalog/moa-2008-blg-379l_b/
1652,MOA 2009-BLG-266L,b,Microlensing,1,2774.00000000,3.200000,,0.03300,,,,,0,267.008125,-35.005411,3040.00,,,0.5600,,,,MOA 2009-BLG-266L b,2011,http://exoplanet.eu/catalog/moa-2009-blg-266l_b/
1653,MOA 2009-BLG-319L,b,Microlensing,1,,2.400000,,0.16000,,,,,0,271.742208,-26.819692,6100.00,,,0.3800,,,,MOA 2009-BLG-319L b,2010,http://exoplanet.eu/catalog/moa-2009-blg-319_b/
1654,MOA 2009-BLG-387L,b,Microlensing,1,1982.00000000,1.820000,,2.56000,,,,52.000,0,268.461625,-33.990333,5690.00,,,0.1900,,,,MOA 2009-BLG-387L b,2010,http://exoplanet.eu/catalog/moa-2009-blg-387l_b/
1655,MOA 2010-BLG-073L,b,Microlensing,1,,1.210000,,11.00000,,,,,0,272.547272,-26.522932,2800.00,,,0.1600,,,,MOA 2010-BLG-073L b,2012,
1656,MOA 2010-BLG-328L,b,Microlensing,1,,0.920000,,0.02895,,,,,0,269.496338,-30.715176,810.00,,,0.1100,,,,MOA 2010-BLG-328L b,2013,http://exoplanet.eu/catalog/moa-2010-blg-328l_b/
1657,MOA 2010-BLG-477L,b,Microlensing,1,,2.000000,,1.50000,,,,,0,271.531006,-31.454477,2300.00,,5950.00,0.6700,,,,MOA 2010-BLG-477L b,2012,http://exoplanet.eu/catalog/moa-2010-blg-477l_b/
1658,MOA 2011-BLG-262L,b,Microlensing,1,,0.840000,,0.05663,,,,,0,270.097839,-31.245258,7000.00,,,0.1200,,,,MOA 2011-BLG-262L b,2014,http://exoplanet.eu/catalog/moa-2011-blg-262l_b/
1659,MOA 2011-BLG-293L,b,Microlensing,1,,1.100000,,4.80000,,,,,0,268.913971,-28.476847,7720.00,,,0.8600,,,,MOA 2011-BLG-293L b,2012,http://exoplanet.eu/catalog/moa-2011-blg-293l_b/
1660,MOA 2011-BLG-322L,b,Microlensing,1,,4.300000,,11.60000,,,,,0,271.223328,-27.220945,7560.00,,,0.3900,,,,MOA 2011-BLG-322L b,2013,http://exoplanet.eu/catalog/moa-2011-blg-322_b/
1661,MOA-bin-1L,b,Microlensing,1,,8.300000,,3.70000,,,,,0,261.792511,-29.793972,5100.00,,,0.7500,,,,MOA-bin-1L b,2012,http://exoplanet.eu/catalog/moa-bin-1_b/
1662,NGC 2682 Sand 364,b,Radial Velocity,1,121.71000000,,0.350000,,1.54000,,,,0,132.486755,11.692484,,9.800,4284.00,1.3500,21.80,,,NGC 2682 Sand 364 b,2014,http://exoplanet.eu/catalog/sand364_b/
1663,NGC 2682 YBP 1194,b,Radial Velocity,1,6.95800000,,0.240000,,0.34000,,,,0,132.753357,11.814655,,14.600,5780.00,1.0100,0.99,,,NGC 2682 YBP 1194 b,2014,http://exoplanet.eu/catalog/ybp1194_b/
1664,NGC 2682 YBP 1514,b,Radial Velocity,1,5.11800000,,0.390000,,0.40000,,,,0,132.753189,11.886530,,14.770,5725.00,0.9600,0.89,,,NGC 2682 YBP 1514 b,2014,http://exoplanet.eu/catalog/ybp1514_b/
1665,NGC 4349 127,b,Radial Velocity,1,677.80000000,2.380000,0.190000,,19.80000,,,,0,186.147812,-61.820004,2200.00,10.880,,3.9000,,,,NGC 4349 127 b,2007,http://exoplanet.eu/catalog/ngc_4349_no_127_b/
1666,NN Ser,c,Eclipse Timing Variations,2,5573.55000000,5.350000,0.080000,7.33000,,,,,0,238.233871,12.912411,500.00,,57000.00,0.5350,,,,NN Ser c,2010,http://exoplanet.eu/catalog/nn_ser_(ab)_c/
1667,NN Ser,d,Eclipse Timing Variations,2,2883.50000000,3.430000,0.190000,2.30000,,,,,0,238.233871,12.912411,500.00,,57000.00,0.5350,,,,NN Ser d,2010,http://exoplanet.eu/catalog/nn_ser_(ab)_d/
1668,NY Vir,b,Eclipse Timing Variations,1,2985.70000000,,0.440000,,2.78000,,,,0,204.700623,-2.030315,,,,,,,,NY Vir b,2011,http://exoplanet.eu/catalog/ny_vir_b/
1669,OGLE 2003-BLG-235L,b,Microlensing,1,,3.000000,,1.50000,,,,,0,271.318115,-28.895000,5200.00,,,0.3600,,,,OGLE 2003-BLG-235L b,2004,http://exoplanet.eu/catalog/ogle235-moa53_b/
1670,OGLE 2005-BLG-169L,b,Microlensing,1,,2.700000,,0.04000,,,,,0,271.522167,-30.732639,2700.00,,,0.4900,,,,OGLE 2005-BLG-169L b,2006,http://exoplanet.eu/catalog/ogle-05-169l_b/
1671,OGLE 2005-BLG-390L,b,Microlensing,1,3285.00000000,2.600000,,0.01700,,,,,0,268.579958,-30.377306,6600.00,,,0.2200,,,,OGLE 2005-BLG-390L b,2005,http://exoplanet.eu/catalog/ogle-05-390l_b/
1672,OGLE 2005-BLG-71L,b,Microlensing,1,,3.600000,,3.80000,,,,,0,267.540708,-34.673194,3200.00,,,0.4600,,,,OGLE 2005-BLG-71L b,2005,http://exoplanet.eu/catalog/ogle-05-071l_b/
1673,OGLE 2006-BLG-109L,b,Microlensing,2,1788.50000000,2.300000,,0.73000,,,,,0,268.143792,-30.087778,1510.00,,,0.5100,,,,OGLE 2006-BLG-109L b,2008,http://exoplanet.eu/catalog/ogle-06-109l_b/
1674,OGLE 2006-BLG-109L,c,Microlensing,2,4927.50000000,4.500000,0.150000,0.27000,,,,64.000,0,268.143792,-30.087778,1510.00,,,0.5100,,,,OGLE 2006-BLG-109L c,2008,http://exoplanet.eu/catalog/ogle-06-109l_c/
1675,OGLE 2007-BLG-368L,b,Microlensing,1,,3.300000,,0.06000,,,,,0,269.108167,-32.237417,5900.00,17.710,,0.6400,,,,OGLE 2007-BLG-368L b,2009,http://exoplanet.eu/catalog/ogle-2007-blg-368l_b/
1676,OGLE 2008-BLG-355L,b,Microlensing,1,,1.700000,,4.60000,,,,,0,269.786713,-30.759472,6800.00,,,0.3700,,,,OGLE 2008-BLG-355L b,2014,
1677,OGLE 2008-BLG-92L,b,Microlensing,1,,18.000000,,0.18000,,,,,0,266.872589,-34.726555,8100.00,,,0.7100,,,,OGLE 2008-BLG-92L b,2014,http://exoplanet.eu/catalog/ogle-2008-blg-092l_b/
1678,OGLE 2011-BLG-251L,b,Microlensing,1,,2.720000,,0.53000,,,,,0,264.559082,-27.136139,2570.00,,,0.2600,,,,OGLE 2011-BLG-251L b,2012,
1679,OGLE 2011-BLG-265L,b,Microlensing,1,,1.890000,,0.88000,,,,,0,269.448822,-27.394527,4380.00,,,0.2110,,,,OGLE 2011-BLG-265L b,2015,
1680,OGLE 2012-BLG-26L,b,Microlensing,2,,3.820000,,0.11000,,,,,0,263.577911,-27.142750,4080.00,,,0.8200,,,,OGLE 2012-BLG-26L b,2012,http://exoplanet.eu/catalog/ogle-2012-blg-0026l_b/
1681,OGLE 2012-BLG-26L,c,Microlensing,2,,4.630000,,0.68000,,,,,0,263.577911,-27.142750,4080.00,,,0.8200,,,,OGLE 2012-BLG-26L c,2012,http://exoplanet.eu/catalog/ogle-2012-blg-0026l_c/
1682,OGLE 2012-BLG-358L,b,Microlensing,1,,0.870000,,1.85000,,,,,0,265.694885,-24.261000,1760.00,,,0.0220,,,,OGLE 2012-BLG-358L b,2013,http://exoplanet.eu/catalog/ogle-2012-blg-0358l_b/
